what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672079333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672101773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672105741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672107705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672109294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672111845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672115771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672118788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672120477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672123036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672123978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672126031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672130879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672132618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672135351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672141979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672144014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340672151400
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340672153094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672158684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672161141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672162264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672167077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672170594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672205994
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340672209409
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340672209498
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340672209518
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340672210593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672213820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672216628
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1340672219444
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1340672219528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340672220386
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340672221849
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1340672223976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672228813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672230350
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340672230371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672231371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672259294
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340672260899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672266884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672560930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672564389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672583185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672584050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672585288
started,bundle,org.eclipse.wst.xsl.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.launching",1340672586664
started,bundle,org.eclipse.wst.xsl.jaxp.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.launching",1340672586683
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340672587476
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340672587496
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340672589474
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340672589474
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340672590633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672591857
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1340672592225
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1340672592543
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1340672592734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340672593339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672593359
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340672593791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672595247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672596872
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1340672598485
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1340672598499
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1340672599147
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340672600498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672604850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672700545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672703376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672710247
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340672713241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672715795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672722652
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1340672726815
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1340672726852
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1340672726884
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1340672726945
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1340672726974
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1340672727062
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1340672727066
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1340672727188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1340672727326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1340672729368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340672731369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672734831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672745922
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340672745939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672747176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672871742
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340672873671
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340672876594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340672876946
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340672881569
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340672881570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672889909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672896526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340672897518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340673226965
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340673228522
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340673228568
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340673229849
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340673229866
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340673230624
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340673230632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340673233196
error,log,,,"Failed to load properties file for project 'MinhaLocalizacao'",1340673278303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340673279486
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340673282780
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340673287932
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340673287975
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340673288007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340673289206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340673328061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340673329245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340673362219
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340673366694
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340673366749
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1340673369078
