what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340848542235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1340848545437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340848545449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340848558656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340848605160
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340848611591
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340848611654
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340848611666
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340848613414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340848614644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340848615460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340848626723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340848629504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340848639886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340848640693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340848641952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340848642936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340848645243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340848659221
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340848660608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340848664476
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1340848666956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340848666976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340848670923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340848776866
